Trdmnt,size_quintile,bm_quintile,portfolio,vw_return,excess_return,n_stocks
1992-10,1,4,S1B4,-0.073271,-0.079363,1
1992-10,1,5,S1B5,-0.295209,-0.301301,1
1992-10,2,1,S2B1,,,0
1992-10,2,2,S2B2,-0.254135,-0.260227,1
1992-10,2,3,S2B3,,,0
1992-10,2,4,S2B4,,,0
1992-10,2,5,S2B5,-0.165049,-0.171141,1
1992-10,3,1,S3B1,-0.3358073143984128,-0.3418993143984128,2
1992-10,3,2,S3B2,,,0
1992-10,3,3,S3B3,,,0
1992-10,3,4,S3B4,-0.167598,-0.17368999999999998,1
1992-10,3,5,S3B5,,,0
1992-10,4,1,S4B1,-0.140655,-0.146747,1
1992-10,4,2,S4B2,,,0
1992-10,4,3,S4B3,-0.467726,-0.47381799999999996,1
1992-10,4,4,S4B4,,,0
1992-10,4,5,S4B5,,,0
1992-10,5,1,S5B1,,,0
1992-10,5,2,S5B2,-0.119643,-0.12573499999999999,1
1992-10,5,3,S5B3,-0.10426,-0.110352,1
1992-10,5,4,S5B4,,,0
1992-10,5,5,S5B5,,,0
1992-11,1,1,S1B1,,,0
1992-11,1,2,S1B2,,,0
1992-11,1,3,S1B3,0.48095899999999997,0.474867,1
1992-11,1,4,S1B4,0.180401,0.17430900000000002,1
1992-11,1,5,S1B5,0.432018,0.425926,1
1992-11,2,1,S2B1,,,0
1992-11,2,2,S2B2,0.350806,0.344714,1
1992-11,2,3,S2B3,,,0
1992-11,2,4,S2B4,,,0
1992-11,2,5,S2B5,-0.05813999999999999,-0.06423199999999998,1
1992-11,3,1,S3B1,0.4674126088660349,0.46132060886603493,2
1992-11,3,2,S3B2,,,0
1992-11,3,3,S3B3,,,0
1992-11,3,4,S3B4,-0.020134,-0.026226,1
1992-11,3,5,S3B5,,,0
1992-11,4,1,S4B1,-0.004484,-0.010575999999999999,1
1992-11,4,2,S4B2,,,0
1992-11,4,3,S4B3,1.193665,1.187573,1
1992-11,4,4,S4B4,,,0
1992-11,4,5,S4B5,,,0
1992-11,5,1,S5B1,,,0
1992-11,5,2,S5B2,-0.066937,-0.073029,1
1992-11,5,3,S5B3,-0.041302,-0.047394,1
1992-11,5,4,S5B4,,,0
1992-11,5,5,S5B5,,,0
1992-12,1,1,S1B1,,,0
1992-12,1,2,S1B2,,,0
1992-12,1,3,S1B3,0.132381,0.126289,1
1992-12,1,4,S1B4,0.056603,0.050511,1
1992-12,1,5,S1B5,0.163859,0.15776700000000002,1
1992-12,2,1,S2B1,,,0
1992-12,2,2,S2B2,0.086566,0.080474,1
1992-12,2,3,S2B3,,,0
1992-12,2,4,S2B4,,,0
1992-12,2,5,S2B5,0.180247,0.174155,1
1992-12,3,1,S3B1,0.06495942656139442,0.05886742656139442,2
1992-12,3,2,S3B2,,,0
1992-12,3,3,S3B3,,,0
1992-12,3,4,S3B4,0.215753,0.20966100000000001,1
1992-12,3,5,S3B5,,,0
1992-12,4,1,S4B1,0.112613,0.106521,1
1992-12,4,2,S4B2,,,0
1992-12,4,3,S4B3,-0.029703,-0.035795,1
1992-12,4,4,S4B4,,,0
1992-12,4,5,S4B5,,,0
1992-12,5,1,S5B1,,,0
1992-12,5,2,S5B2,0.10869600000000001,0.10260400000000001,1
1992-12,5,3,S5B3,0.16188,0.155788,1
1992-12,5,4,S5B4,,,0
1992-12,5,5,S5B5,,,0
1993-01,1,1,S1B1,,,0
1993-01,1,2,S1B2,,,0
1993-01,1,3,S1B3,0.358284,0.352192,1
1993-01,1,4,S1B4,0.46964300000000003,0.46355100000000005,1
1993-01,1,5,S1B5,0.351316,0.34522400000000003,1
1993-01,2,1,S2B1,,,0
1993-01,2,2,S2B2,0.413462,0.40737,1
1993-01,2,3,S2B3,,,0
1993-01,2,4,S2B4,,,0
1993-01,2,5,S2B5,0.131799,0.125707,1
1993-01,3,1,S3B1,0.41490953966392063,0.40881753966392065,2
1993-01,3,2,S3B2,,,0
1993-01,3,3,S3B3,,,0
1993-01,3,4,S3B4,0.078873,0.072781,1
1993-01,3,5,S3B5,,,0
1993-01,4,1,S4B1,0.05668,0.050588,1
1993-01,4,2,S4B2,,,0
1993-01,4,3,S4B3,0.539116,0.533024,1
1993-01,4,4,S4B4,,,0
1993-01,4,5,S4B5,,,0
1993-01,5,1,S5B1,,,0
1993-01,5,2,S5B2,0.088235,0.082143,1
1993-01,5,3,S5B3,0.09887600000000002,0.09278400000000002,1
1993-01,5,4,S5B4,,,0
1993-01,5,5,S5B5,,,0
1993-02,1,1,S1B1,,,0
1993-02,1,2,S1B2,,,0
1993-02,1,3,S1B3,0.10835900000000001,0.10226700000000001,1
1993-02,1,4,S1B4,0.125395,0.119303,1
1993-02,1,5,S1B5,0.363194,0.35710200000000003,1
1993-02,2,1,S2B1,,,0
1993-02,2,2,S2B2,0.280855,0.27476300000000003,1
1993-02,2,3,S2B3,,,0
1993-02,2,4,S2B4,,,0
1993-02,2,5,S2B5,0.297597,0.291505,1
1993-02,3,1,S3B1,0.1359135406609618,0.12982154066096183,2
1993-02,3,2,S3B2,,,0
1993-02,3,3,S3B3,,,0
1993-02,3,4,S3B4,0.248042,0.24195000000000003,1
1993-02,3,5,S3B5,,,0
1993-02,4,1,S4B1,0.139847,0.133755,1
1993-02,4,2,S4B2,,,0
1993-02,4,3,S4B3,0.049171,0.043079,1
1993-02,4,4,S4B4,,,0
1993-02,4,5,S4B5,,,0
1993-02,5,1,S5B1,,,0
1993-02,5,2,S5B2,0.063063,0.056970999999999994,1
1993-02,5,3,S5B3,0.20245400000000002,0.19636200000000004,1
1993-02,5,4,S5B4,,,0
1993-02,5,5,S5B5,,,0
1993-03,1,1,S1B1,,,0
1993-03,1,2,S1B2,,,0
1993-03,1,3,S1B3,-0.30866,-0.314752,1
1993-03,1,4,S1B4,-0.346429,-0.352521,1
1993-03,1,5,S1B5,-0.161906,-0.16799799999999998,1
1993-03,2,1,S2B1,,,0
1993-03,2,2,S2B2,-0.10470600000000001,-0.11079800000000001,1
1993-03,2,3,S2B3,,,0
1993-03,2,4,S2B4,,,0
1993-03,2,5,S2B5,-0.13960100000000003,-0.14569300000000002,1
1993-03,3,1,S3B1,-0.33144841659251195,-0.33754041659251194,2
1993-03,3,2,S3B2,,,0
1993-03,3,3,S3B3,,,0
1993-03,3,4,S3B4,-0.046025,-0.052117000000000004,1
1993-03,3,5,S3B5,,,0
1993-03,4,1,S4B1,0.038655,0.032563,1
1993-03,4,2,S4B2,,,0
1993-03,4,3,S4B3,-0.414776,-0.42086799999999996,1
1993-03,4,4,S4B4,,,0
1993-03,4,5,S4B5,,,0
1993-03,5,1,S5B1,,,0
1993-03,5,2,S5B2,-0.077966,-0.084058,1
1993-03,5,3,S5B3,-0.02381,-0.029902,1
1993-03,5,4,S5B4,,,0
1993-03,5,5,S5B5,,,0
1993-04,1,1,S1B1,,,0
1993-04,1,2,S1B2,,,0
1993-04,1,3,S1B3,0.551515,0.545423,1
1993-04,1,4,S1B4,0.633725,0.627633,1
1993-04,1,5,S1B5,0.575758,0.569666,1
1993-04,2,1,S2B1,,,0
1993-04,2,2,S2B2,0.439918,0.433826,1
1993-04,2,3,S2B3,,,0
1993-04,2,4,S2B4,,,0
1993-04,2,5,S2B5,0.034768,0.028676,1
1993-04,3,1,S3B1,0.46542253710653086,0.4593305371065309,2
1993-04,3,2,S3B2,,,0
1993-04,3,3,S3B3,,,0
1993-04,3,4,S3B4,0.095494,0.089402,1
1993-04,3,5,S3B5,,,0
1993-04,4,1,S4B1,0.01411,0.008018,1
1993-04,4,2,S4B2,,,0
1993-04,4,3,S4B3,0.524324,0.518232,1
1993-04,4,4,S4B4,,,0
1993-04,4,5,S4B5,,,0
1993-04,5,1,S5B1,,,0
1993-04,5,2,S5B2,0.052158,0.046066,1
1993-04,5,3,S5B3,0.02439,0.018298,1
1993-04,5,4,S5B4,,,0
1993-04,5,5,S5B5,,,0
1993-05,1,1,S1B1,,,0
1993-05,1,2,S1B2,,,0
1993-05,1,3,S1B3,-0.303906,-0.31125200000000003,1
1993-05,1,4,S1B4,-0.225709,-0.23305499999999998,1
1993-05,1,5,S1B5,-0.298462,-0.305808,1
1993-05,2,1,S2B1,,,0
1993-05,2,2,S2B2,-0.264647,-0.27199300000000004,1
1993-05,2,3,S2B3,,,0
1993-05,2,4,S2B4,,,0
1993-05,2,5,S2B5,-0.137874,-0.14522,1
1993-05,3,1,S3B1,-0.2667636748779778,-0.2741096748779778,2
1993-05,3,2,S3B2,,,0
1993-05,3,3,S3B3,,,0
1993-05,3,4,S3B4,-0.119134,-0.12648,1
1993-05,3,5,S3B5,,,0
1993-05,4,1,S4B1,-0.098321,-0.10566700000000001,1
1993-05,4,2,S4B2,,,0
1993-05,4,3,S4B3,-0.299645,-0.306991,1
1993-05,4,4,S4B4,,,0
1993-05,4,5,S4B5,,,0
1993-05,5,1,S5B1,,,0
1993-05,5,2,S5B2,-0.182232,-0.189578,1
1993-05,5,3,S5B3,-0.057181,-0.064527,1
1993-05,5,4,S5B4,,,0
1993-05,5,5,S5B5,,,0
1993-06,1,1,S1B1,,,0
1993-06,1,2,S1B2,,,0
1993-06,1,3,S1B3,0.113356,0.10601,1
1993-06,1,4,S1B4,0.074219,0.06687299999999999,1
1993-06,1,5,S1B5,0.082785,0.07543899999999999,1
1993-06,2,1,S2B1,,,0
1993-06,2,2,S2B2,0.080451,0.07310499999999999,1
1993-06,2,3,S2B3,,,0
1993-06,2,4,S2B4,,,0
1993-06,2,5,S2B5,-0.090909,-0.09825500000000001,1
1993-06,3,1,S3B1,0.008222884259085218,0.0008768842590852182,2
1993-06,3,2,S3B2,,,0
1993-06,3,3,S3B3,,,0
1993-06,3,4,S3B4,-0.11885200000000001,-0.126198,1
1993-06,3,5,S3B5,,,0
1993-06,4,1,S4B1,-0.11170199999999998,-0.11904799999999999,1
1993-06,4,2,S4B2,,,0
1993-06,4,3,S4B3,0.006329,-0.0010169999999999997,1
1993-06,4,4,S4B4,,,0
1993-06,4,5,S4B5,,,0
1993-06,5,1,S5B1,,,0
1993-06,5,2,S5B2,-0.061281,-0.06862700000000001,1
1993-06,5,3,S5B3,-0.079038,-0.086384,1
1993-06,5,4,S5B4,,,0
1993-06,5,5,S5B5,,,0
1993-07,1,1,S1B1,,,0
1993-07,1,2,S1B2,-0.04798049038622211,-0.05669949038622211,3
1993-07,1,3,S1B3,-0.08849063161146713,-0.09720963161146713,2
1993-07,1,4,S1B4,-0.11657467851373182,-0.12529367851373183,2
1993-07,1,5,S1B5,-0.15086284595336305,-0.15958184595336306,3
1993-07,2,1,S2B1,-0.039394,-0.048112999999999996,1
1993-07,2,2,S2B2,-0.073718,-0.08243700000000001,1
1993-07,2,3,S2B3,-0.12563205456229223,-0.13435105456229224,3
1993-07,2,4,S2B4,-0.060116974408680635,-0.06883597440868064,2
1993-07,2,5,S2B5,-0.1322007147881329,-0.1409197147881329,2
1993-07,3,1,S3B1,-0.09441728363466087,-0.10313628363466087,2
1993-07,3,2,S3B2,-0.06425308600274049,-0.0729720860027405,3
1993-07,3,3,S3B3,-0.07326146024726005,-0.08198046024726005,2
1993-07,3,4,S3B4,-0.1256348714069675,-0.1343538714069675,2
1993-07,3,5,S3B5,-0.069182,-0.077901,1
1993-07,4,1,S4B1,-0.11697180660116713,-0.12569080660116713,5
1993-07,4,2,S4B2,0.005750055212699563,-0.002968944787300436,2
1993-07,4,3,S4B3,-0.016447,-0.025166,1
1993-07,4,4,S4B4,,,0
1993-07,4,5,S4B5,-0.256954,-0.265673,1
1993-07,5,1,S5B1,-0.060313298873276494,-0.0690322988732765,2
1993-07,5,2,S5B2,,,0
1993-07,5,3,S5B3,-0.05844932099612175,-0.06716832099612174,2
1993-07,5,4,S5B4,-0.048931246102998045,-0.05765024610299804,3
1993-07,5,5,S5B5,-0.09510462668980349,-0.1038236266898035,2
1993-08,1,1,S1B1,,,0
1993-08,1,2,S1B2,0.026936982313311368,0.01821798231331137,3
1993-08,1,3,S1B3,0.029455086328328668,0.02073608632832867,2
1993-08,1,4,S1B4,0.07286545311765259,0.06414645311765259,2
1993-08,1,5,S1B5,0.006905011636262865,-0.001813988363737134,3
1993-08,2,1,S2B1,0.018927,0.010208,1
1993-08,2,2,S2B2,0.145329,0.13661,1
1993-08,2,3,S2B3,0.07911967679740148,0.07040067679740147,3
1993-08,2,4,S2B4,0.04699764277045912,0.03827864277045912,2
1993-08,2,5,S2B5,0.013119852340870375,0.0044008523408703756,2
1993-08,3,1,S3B1,0.22058984816042188,0.21187084816042187,2
1993-08,3,2,S3B2,0.06697006630748507,0.058251066307485076,3
1993-08,3,3,S3B3,0.09292295416045207,0.08420395416045207,2
1993-08,3,4,S3B4,0.02423177066971479,0.015512770669714791,2
1993-08,3,5,S3B5,-0.025676,-0.034395,1
1993-08,4,1,S4B1,0.03734860577345824,0.028629605773458244,5
1993-08,4,2,S4B2,0.08371146276645715,0.07499246276645714,2
1993-08,4,3,S4B3,0.013378,0.004659,1
1993-08,4,4,S4B4,,,0
1993-08,4,5,S4B5,0.070588,0.061869,1
1993-08,5,1,S5B1,0.0849898099311657,0.0762708099311657,2
1993-08,5,2,S5B2,,,0
1993-08,5,3,S5B3,0.1610749225309247,0.1523559225309247,2
1993-08,5,4,S5B4,0.003707854571217146,-0.005011145428782853,3
1993-08,5,5,S5B5,-0.01229644095829649,-0.021015440958296487,2
1993-09,1,1,S1B1,,,0
1993-09,1,2,S1B2,-0.02033399630241108,-0.02905299630241108,3
1993-09,1,3,S1B3,0.03688026902927572,0.028161269029275723,2
1993-09,1,4,S1B4,0.1351122612252849,0.1263932612252849,2
1993-09,1,5,S1B5,0.16961430075474196,0.16089530075474195,3
1993-09,2,1,S2B1,-0.040248,-0.048967,1
1993-09,2,2,S2B2,-0.018127,-0.026846000000000002,1
1993-09,2,3,S2B3,-0.005659174114728213,-0.014378174114728214,3
1993-09,2,4,S2B4,0.031926554812800996,0.023207554812801,2
1993-09,2,5,S2B5,0.010051070920592512,0.0013320709205925131,2
1993-09,3,1,S3B1,-0.06405836284227771,-0.07277736284227772,2
1993-09,3,2,S3B2,-0.03184511454528318,-0.04056411454528318,3
1993-09,3,3,S3B3,-0.07418089212627112,-0.08289989212627112,2
1993-09,3,4,S3B4,-0.03713260858116764,-0.04585160858116764,2
1993-09,3,5,S3B5,0.067961,0.059241999999999996,1
1993-09,4,1,S4B1,-0.039125731347988524,-0.04784473134798852,5
1993-09,4,2,S4B2,-0.07367993777246105,-0.08239893777246106,2
1993-09,4,3,S4B3,-0.049505,-0.058224,1
1993-09,4,4,S4B4,,,0
1993-09,4,5,S4B5,-0.010989,-0.019708,1
1993-09,5,1,S5B1,-0.04769509286347719,-0.056414092863477185,2
1993-09,5,2,S5B2,,,0
1993-09,5,3,S5B3,-0.079351258951033,-0.088070258951033,2
1993-09,5,4,S5B4,-0.014720728647636959,-0.023439728647636958,3
1993-09,5,5,S5B5,-0.024793483988224136,-0.03351248398822414,2
1993-10,1,1,S1B1,,,0
1993-10,1,2,S1B2,-0.0669028347800248,-0.07562183478002481,3
1993-10,1,3,S1B3,0.07506251268930313,0.06634351268930312,2
1993-10,1,4,S1B4,0.3731015631617786,0.36438256316177864,2
1993-10,1,5,S1B5,0.06981348138472922,0.06109448138472922,3
1993-10,2,1,S2B1,-0.025805999999999996,-0.03452499999999999,1
1993-10,2,2,S2B2,-0.0030769999999999994,-0.011796,1
1993-10,2,3,S2B3,-0.06122368541145986,-0.06994268541145986,3
1993-10,2,4,S2B4,-0.019548092766748522,-0.02826709276674852,2
1993-10,2,5,S2B5,-0.07463842001933897,-0.08335742001933898,2
1993-10,3,1,S3B1,-0.07637840016915202,-0.08509740016915203,2
1993-10,3,2,S3B2,-0.0868789055124716,-0.0955979055124716,3
1993-10,3,3,S3B3,-0.10198834142055707,-0.11070734142055708,2
1993-10,3,4,S3B4,-0.08810317675255376,-0.09682217675255377,2
1993-10,3,5,S3B5,-0.08701300000000001,-0.09573200000000001,1
1993-10,4,1,S4B1,-0.0492672168558108,-0.0579862168558108,5
1993-10,4,2,S4B2,-0.06435753483937365,-0.07307653483937365,2
1993-10,4,3,S4B3,-0.048611,-0.05733,1
1993-10,4,4,S4B4,,,0
1993-10,4,5,S4B5,-0.126263,-0.134982,1
1993-10,5,1,S5B1,-0.038228908843742575,-0.04694790884374257,2
1993-10,5,2,S5B2,,,0
1993-10,5,3,S5B3,-0.08252632501775464,-0.09124532501775465,2
1993-10,5,4,S5B4,-0.06345418143267978,-0.07217318143267978,3
1993-10,5,5,S5B5,-0.11608149992679276,-0.12480049992679276,2
1993-11,1,1,S1B1,,,0
1993-11,1,2,S1B2,0.20405972428548472,0.1953407242854847,3
1993-11,1,3,S1B3,0.18442208046330288,0.17570308046330288,2
1993-11,1,4,S1B4,0.32867529285607155,0.3199562928560716,2
1993-11,1,5,S1B5,0.29153487758893176,0.2828158775889318,3
1993-11,2,1,S2B1,0.10264899999999999,0.09392999999999999,1
1993-11,2,2,S2B2,0.092593,0.08387399999999999,1
1993-11,2,3,S2B3,0.24805224435126738,0.23933324435126738,3
1993-11,2,4,S2B4,0.20674460573521145,0.19802560573521144,2
1993-11,2,5,S2B5,0.4428856855169652,0.43416668551696525,2
1993-11,3,1,S3B1,0.025414549944389225,0.016695549944389224,2
1993-11,3,2,S3B2,0.11615193706054458,0.10743293706054458,3
1993-11,3,3,S3B3,0.14124209159625986,0.13252309159625986,2
1993-11,3,4,S3B4,0.15073628679058731,0.1420172867905873,2
1993-11,3,5,S3B5,0.206259,0.19754,1
1993-11,4,1,S4B1,0.0753163720969924,0.0665973720969924,5
1993-11,4,2,S4B2,0.15187024493606396,0.14315124493606396,2
1993-11,4,3,S4B3,0.116788,0.108069,1
1993-11,4,4,S4B4,,,0
1993-11,4,5,S4B5,0.124855,0.11613599999999999,1
1993-11,5,1,S5B1,-0.00447669368367982,-0.013195693683679819,2
1993-11,5,2,S5B2,,,0
1993-11,5,3,S5B3,0.15221186180046536,0.14349286180046536,2
1993-11,5,4,S5B4,0.09643350688692842,0.08771450688692842,3
1993-11,5,5,S5B5,0.04495251170523022,0.036233511705230224,2
1993-12,1,1,S1B1,,,0
1993-12,1,2,S1B2,0.013232961293844355,0.0045139612938443555,3
1993-12,1,3,S1B3,-0.20436327396711668,-0.21308227396711668,2
1993-12,1,4,S1B4,0.07419311739253129,0.06547411739253128,2
1993-12,1,5,S1B5,-0.1661541248171172,-0.1748731248171172,3
1993-12,2,1,S2B1,0.045044999999999995,0.036326,1
1993-12,2,2,S2B2,0.011299,0.0025800000000000007,1
1993-12,2,3,S2B3,-0.12209154125172286,-0.13081054125172287,3
1993-12,2,4,S2B4,-0.20743633604160722,-0.21615533604160722,2
1993-12,2,5,S2B5,-0.0028520380157423717,-0.011571038015742371,2
1993-12,3,1,S3B1,-0.014628531456399883,-0.02334753145639988,2
1993-12,3,2,S3B2,-0.20356767015696994,-0.21228667015696995,3
1993-12,3,3,S3B3,-0.030575997007753944,-0.03929499700775394,2
1993-12,3,4,S3B4,-0.11412828673188916,-0.12284728673188916,2
1993-12,3,5,S3B5,-0.285377,-0.29409599999999997,1
1993-12,4,1,S4B1,-0.04397918458354789,-0.052698184583547886,5
1993-12,4,2,S4B2,-0.00350877794811109,-0.012227777948111088,2
1993-12,4,3,S4B3,-0.013072,-0.021790999999999998,1
1993-12,4,4,S4B4,,,0
1993-12,4,5,S4B5,-0.283659,-0.29237799999999997,1
1993-12,5,1,S5B1,0.010677594593187605,0.001958594593187606,2
1993-12,5,2,S5B2,,,0
1993-12,5,3,S5B3,-0.06246280382237257,-0.07118180382237257,2
1993-12,5,4,S5B4,-0.18790335177338693,-0.19662235177338694,3
1993-12,5,5,S5B5,-0.24862334181122828,-0.2573423418112283,2
1994-01,1,1,S1B1,,,0
1994-01,1,2,S1B2,-0.16536899122722004,-0.17408799122722005,3
1994-01,1,3,S1B3,-0.0914066765131946,-0.10012567651319461,2
1994-01,1,4,S1B4,-0.07835102609514219,-0.0870700260951422,2
1994-01,1,5,S1B5,-0.08254360238604361,-0.09126260238604361,3
1994-01,2,1,S2B1,-0.091954,-0.100673,1
1994-01,2,2,S2B2,-0.195531,-0.20425000000000001,1
1994-01,2,3,S2B3,-0.08031165551259854,-0.08903065551259855,3
1994-01,2,4,S2B4,-0.03417497004428397,-0.04289397004428397,2
1994-01,2,5,S2B5,-0.09929024711734116,-0.10800924711734117,2
1994-01,3,1,S3B1,-0.21592785467058248,-0.22464685467058249,2
1994-01,3,2,S3B2,-0.0836700506793088,-0.0923890506793088,3
1994-01,3,3,S3B3,-0.23257237955760537,-0.24129137955760538,2
1994-01,3,4,S3B4,-0.021075024103342326,-0.029794024103342323,2
1994-01,3,5,S3B5,-0.110561,-0.11928000000000001,1
1994-01,4,1,S4B1,-0.16926931404348336,-0.17798831404348336,5
1994-01,4,2,S4B2,-0.21339001300863858,-0.22210901300863858,2
1994-01,4,3,S4B3,-0.192053,-0.200772,1
1994-01,4,4,S4B4,,,0
1994-01,4,5,S4B5,-0.121951,-0.13067,1
1994-01,5,1,S5B1,-0.20617717753052953,-0.21489617753052953,2
1994-01,5,2,S5B2,,,0
1994-01,5,3,S5B3,-0.23056872076820759,-0.2392877207682076,2
1994-01,5,4,S5B4,-0.15205228397333526,-0.16077128397333526,3
1994-01,5,5,S5B5,-0.17901926403547164,-0.18773826403547164,2
1994-02,1,1,S1B1,,,0
1994-02,1,2,S1B2,0.055419643773368645,0.04670064377336865,3
1994-02,1,3,S1B3,-0.020058014377403156,-0.028777014377403154,2
1994-02,1,4,S1B4,-0.031487042755344426,-0.04020604275534442,2
1994-02,1,5,S1B5,0.007142552946123092,-0.0015764470538769072,3
1994-02,2,1,S2B1,-0.003165,-0.011883999999999999,1
1994-02,2,2,S2B2,0.065972,0.057253000000000005,1
1994-02,2,3,S2B3,-0.013491425608930666,-0.022210425608930665,3
1994-02,2,4,S2B4,-0.006430502399910774,-0.015149502399910773,2
1994-02,2,5,S2B5,-0.04788407512817552,-0.056603075128175515,2
1994-02,3,1,S3B1,0.05652249730743289,0.04780349730743289,2
1994-02,3,2,S3B2,0.033891627499205414,0.025172627499205416,3
1994-02,3,3,S3B3,0.08228387908756893,0.07356487908756892,2
1994-02,3,4,S3B4,-0.026234568557845,-0.034953568557845,2
1994-02,3,5,S3B5,0.053803000000000004,0.045084000000000006,1
1994-02,4,1,S4B1,-0.004657668148425793,-0.013376668148425792,5
1994-02,4,2,S4B2,0.06277198200470688,0.05405298200470688,2
1994-02,4,3,S4B3,0.04918,0.040461000000000004,1
1994-02,4,4,S4B4,,,0
1994-02,4,5,S4B5,0.004902,-0.003816999999999999,1
1994-02,5,1,S5B1,-0.029028181525330383,-0.03774718152533038,2
1994-02,5,2,S5B2,,,0
1994-02,5,3,S5B3,0.08474516101932118,0.07602616101932118,2
1994-02,5,4,S5B4,-0.015628402341661643,-0.02434740234166164,3
1994-02,5,5,S5B5,-0.06572982843595376,-0.07444882843595377,2
1994-03,1,1,S1B1,,,0
1994-03,1,2,S1B2,-0.11629136209902532,-0.12501036209902533,3
1994-03,1,3,S1B3,-0.06233292223670138,-0.07105192223670138,2
1994-03,1,4,S1B4,0.13796866721276096,0.12924966721276096,2
1994-03,1,5,S1B5,0.09996281380115926,0.09124381380115926,3
1994-03,2,1,S2B1,-0.2,-0.20871900000000002,1
1994-03,2,2,S2B2,-0.166124,-0.174843,1
1994-03,2,3,S2B3,-0.07816372640843221,-0.08688272640843221,3
1994-03,2,4,S2B4,-0.0993330837932832,-0.10805208379328321,2
1994-03,2,5,S2B5,-0.011944185961647272,-0.02066318596164727,2
1994-03,3,1,S3B1,-0.14841629225631037,-0.15713529225631037,2
1994-03,3,2,S3B2,-0.05441208259694838,-0.06313108259694838,3
1994-03,3,3,S3B3,-0.17686149073558333,-0.18558049073558333,2
1994-03,3,4,S3B4,-0.09915477716499718,-0.10787377716499719,2
1994-03,3,5,S3B5,-0.198944,-0.20766300000000001,1
1994-03,4,1,S4B1,-0.12621931859188898,-0.13493831859188898,5
1994-03,4,2,S4B2,-0.20249098243990327,-0.21120998243990327,2
